HTML,Tree,AltText,Source,SourceSet,Name,Type,Parent Link,Extension
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/community-and-economic-stability/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card-300x233.png 300w']",2024-priorities_card.png,Featured,https://analytics.alleghenycounty.us/2024/05/13/dhs-2023-accomplishments/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2024/01/DHS_plans_card_1.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2024/01/DHS_plans_card_1.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2024/01/DHS_plans_card_1-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/community-and-economic-stability/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2024/01/DHS_plans_card_1.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2024/01/DHS_plans_card_1.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2024/01/DHS_plans_card_1-300x233.png 300w']",DHS_plans_card_1.png,Featured,https://analytics.alleghenycounty.us/2024/01/05/dhs-annual-plans-and-budgets/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""2501"" loading=""lazy"" sizes=""auto, (max-width: 4168px) 100vw, 4168px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured.png 4168w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-300x180.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-1024x614.png 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-768x461.png 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-1536x922.png 1536w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-2048x1229.png 2048w"" width=""4168""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/community-and-economic-stability/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured.png 4168w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-300x180.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-1024x614.png 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-768x461.png 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-1536x922.png 1536w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/08/PIT_featured-2048x1229.png 2048w']",PIT_featured.png,Featured,https://analytics.alleghenycounty.us/2022/10/28/funding-of-dhs-homeless-services-and-prevention/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""575"" loading=""lazy"" sizes=""auto, (max-width: 1000px) 100vw, 1000px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds.png 1000w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds-300x173.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds-768x442.png 768w"" width=""1000""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/community-and-economic-stability/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds.png 1000w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds-300x173.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds-768x442.png 768w']",latinxneeds.png,Featured,https://analytics.alleghenycounty.us/2022/09/13/2021-allegheny-county-latinx-needs-assessment/,.png
"<img alt=""3 illustrative people wearing masks"" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""630"" loading=""lazy"" sizes=""auto, (max-width: 1042px) 100vw, 1042px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM.png 1042w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM-300x181.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM-1024x619.png 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM-768x464.png 768w"" width=""1042""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/community-and-economic-stability/']",3 illustrative people wearing masks,https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM.png 1042w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM-300x181.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM-1024x619.png 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/02/Screen-Shot-2022-04-07-at-10.15.54-PM-768x464.png 768w']",Screen-Shot-2022-04-07-at-10.15.54-PM.png,Featured,https://analytics.alleghenycounty.us/2022/02/18/covid-19-and-employment-of-clients-of-the-allegheny-county-department-of-human-services/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""1492"" loading=""lazy"" sizes=""auto, (max-width: 2560px) 100vw, 2560px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-scaled.jpg"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-scaled.jpg 2560w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-300x175.jpg 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-1024x597.jpg 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-768x447.jpg 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-1536x895.jpg 1536w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-2048x1193.jpg 2048w"" width=""2560""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/community-and-economic-stability/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-scaled.jpg,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-scaled.jpg 2560w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-300x175.jpg 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-1024x597.jpg 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-768x447.jpg 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-1536x895.jpg 1536w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-2048x1193.jpg 2048w']",photo_65519_20160509-1-scaled.jpg,Featured,https://analytics.alleghenycounty.us/2020/03/16/allegheny-county-department-of-human-services-key-performance-indicators-covid-19/,.jpg
"<img alt=""Allegheny County Office of Analytics, Technology and Planning"" height=""55"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/Allegheny-A.png"" width=""55""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/community-and-economic-stability/']","Allegheny County Office of Analytics, Technology and Planning",https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/Allegheny-A.png,,Allegheny-A.png,,,.png
"<img alt=""Allegheny Analytics"" class=""custom-logo"" decoding=""async"" fetchpriority=""high"" height=""156"" sizes=""(max-width: 774px) 100vw, 774px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png 774w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-300x60.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-768x155.png 768w"" width=""774""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",Allegheny Analytics,https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png 774w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-300x60.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-768x155.png 768w']",logo.png,,https://analytics.alleghenycounty.us/,.png
"<img class=""block mb-4 h-24 md:h-32"" role=""presentation"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/crime-justice.svg""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/crime-justice.svg,,crime-justice.svg,,,.svg
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""1516"" sizes=""(max-width: 2560px) 100vw, 2560px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-scaled.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-scaled.png 2560w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-300x178.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-1024x606.png 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-768x455.png 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-1536x909.png 1536w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-2048x1213.png 2048w"" width=""2560""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-scaled.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-scaled.png 2560w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-300x178.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-1024x606.png 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-768x455.png 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-1536x909.png 1536w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-2048x1213.png 2048w']",Cityscape-scaled.png,Featured,https://analytics.alleghenycounty.us/2026/05/28/dhs-initiatives-and-accomplishments/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""1435"" sizes=""(max-width: 2560px) 100vw, 2560px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-scaled.jpeg"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-scaled.jpeg 2560w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-300x168.jpeg 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-1024x574.jpeg 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-768x430.jpeg 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-1536x861.jpeg 1536w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-2048x1148.jpeg 2048w"" width=""2560""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-scaled.jpeg,"['https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-scaled.jpeg 2560w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-300x168.jpeg 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-1024x574.jpeg 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-768x430.jpeg 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-1536x861.jpeg 1536w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/IPV_Card_Image_May_2026-2048x1148.jpeg 2048w']",IPV_Card_Image_May_2026-scaled.jpeg,Featured,https://analytics.alleghenycounty.us/2026/05/07/the-intersection-of-intimate-partner-violence-and-community-violence/,.jpeg
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""2016"" sizes=""(max-width: 2307px) 100vw, 2307px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card.jpg"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card.jpg 2307w, https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-300x262.jpg 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-1024x895.jpg 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-768x671.jpg 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-1536x1342.jpg 1536w, https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-2048x1790.jpg 2048w"" width=""2307""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card.jpg,"['https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card.jpg 2307w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-300x262.jpg 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-1024x895.jpg 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-768x671.jpg 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-1536x1342.jpg 1536w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2023/05/Hand-pile_card-2048x1790.jpg 2048w']",Hand-pile_card.jpg,Featured,https://analytics.alleghenycounty.us/2026/03/25/intimate-partner-violence-reform-initiative-report-on-progress/,.jpg
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""534"" loading=""lazy"" sizes=""auto, (max-width: 689px) 100vw, 689px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Alternative_Response_Pilot_Card_Image.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Alternative_Response_Pilot_Card_Image.png 689w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Alternative_Response_Pilot_Card_Image-300x233.png 300w"" width=""689""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Alternative_Response_Pilot_Card_Image.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Alternative_Response_Pilot_Card_Image.png 689w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Alternative_Response_Pilot_Card_Image-300x233.png 300w']",Alternative_Response_Pilot_Card_Image.png,Featured,https://analytics.alleghenycounty.us/2025/12/22/alternative-response-initiative-interactive-dashboard/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""534"" loading=""lazy"" sizes=""auto, (max-width: 688px) 100vw, 688px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Juvenile_Justice_card_img.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Juvenile_Justice_card_img.png 688w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Juvenile_Justice_card_img-300x233.png 300w"" width=""688""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Juvenile_Justice_card_img.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Juvenile_Justice_card_img.png 688w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/12/Juvenile_Justice_card_img-300x233.png 300w']",Juvenile_Justice_card_img.png,Featured,https://analytics.alleghenycounty.us/2025/12/22/juvenile-justice-offenses-interactive-dashboard/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic-300x233.png 300w']",highland_pic.png,Featured,https://analytics.alleghenycounty.us/2025/10/03/highland-detention-center-interactive-dashboard/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card-300x233.png 300w']",MOUD_card.png,Featured,https://analytics.alleghenycounty.us/2025/08/26/medication-for-opioid-use-disorder-moud-in-the-allegheny-county-jail/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/08/IIFW_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/08/IIFW_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/08/IIFW_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/08/IIFW_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/08/IIFW_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/08/IIFW_card-300x233.png 300w']",IIFW_card.png,Featured,https://analytics.alleghenycounty.us/2025/08/26/the-incarcerated-individuals-welfare-fund-iiwf/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card-300x233.png 300w']",CNI_card.png,Featured,https://analytics.alleghenycounty.us/2025/01/02/intimate-partner-homicides-2017-2022/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""706"" loading=""lazy"" sizes=""auto, (max-width: 953px) 100vw, 953px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/homicide-cover-image-1-e1658410045116.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/homicide-cover-image-1-e1658410045116.png 953w, https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/homicide-cover-image-1-e1658410045116-300x222.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/homicide-cover-image-1-e1658410045116-768x569.png 768w"" width=""953""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/homicide-cover-image-1-e1658410045116.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/homicide-cover-image-1-e1658410045116.png 953w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/homicide-cover-image-1-e1658410045116-300x222.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/homicide-cover-image-1-e1658410045116-768x569.png 768w']",homicide-cover-image-1-e1658410045116.png,Featured,https://analytics.alleghenycounty.us/2024/06/28/violence-in-allegheny-county-interactive-dashboard/,.png
"<img alt=""A crowd of diverse faces"" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""638"" loading=""lazy"" sizes=""auto, (max-width: 1622px) 100vw, 1622px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage.jpeg"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage.jpeg 1622w, https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-300x118.jpeg 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-1024x403.jpeg 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-768x302.jpeg 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-1536x604.jpeg 1536w"" width=""1622""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",A crowd of diverse faces,https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage.jpeg,"['https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage.jpeg 1622w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-300x118.jpeg 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-1024x403.jpeg 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-768x302.jpeg 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-1536x604.jpeg 1536w']",communityneedindeximage.jpeg,Featured,https://analytics.alleghenycounty.us/2024/05/31/allegheny-county-community-need-index/,.jpeg
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/topics/crime-and-justice/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2024/05/2024-priorities_card-300x233.png 300w']",2024-priorities_card.png,Featured,https://analytics.alleghenycounty.us/2024/05/13/dhs-2023-accomplishments/,.png
